PERMNO,PERMCO,HTICK,HTSYMBOL,CUSIP
67109,6323,,,94846210
67110,3856,,RIVES,76926010
67117,21921,,,96823310
67118,3859,,,76969410
67125,6325,,,00086510
67126,5346,,QNTQE,74727510
67133,25779,,,01124010
67134,25780,,,76972210
67141,25781,,,02933010
67168,20305,,,09058710
67169,3932,,,76978010
67176,6058,,BCF,12157910
67177,3830,,RESC,76984110
67184,25782,,,13137930
67185,3945,,,77011110
67192,920,,,21149610
67193,3878,,RBN,77019610
67205,25783,,,22133710
67206,3896,,ROPO,77036610
67213,20619,,,26882010
67214,2465,,,77048510
67221,7020,,,29286810
67222,5200,,ROGI,77048910
67248,20788,,,36890410
67249,3805,,,77059510
67256,25784,,,42749210
67257,4843,,RBSNE,77066010
67264,20954,,BED,07644630
67265,3787,,,77069810
67272,20960,,,44984210
67273,25785,,,77072310
67280,2082,,,20891510
67281,25786,,,77078310
67299,221,,,49339710
67300,3873,,RNIC,77081010
67301,25787,,,52189210
67302,25788,,,77106110
67328,2941,,,57038710
67329,6635,,ROBD,77106510
67336,3763,,,56079410
67344,6735,,,78031510
67345,3879,,RBVEC,77107410
67352,6608,,,84832510
67353,3791,,,77146910
67360,21835,UTL,UTL,91325910
67361,3881,,ROCK,77288710
67379,25789,,,95830510
67380,6552,,ROCFC,77341110
67387,6014,,,04219810
67396,3882,,ROCL,77434210
67408,20286,,,07745110
67409,3943,,RWELE,77439130
67416,25790,,,08179310
67417,6419,,RKWD,77441310
67425,7026,,RMUC,77465410
67432,20353,,BSH,12316410
67433,3867,,RMMI,77472510
67440,25791,,,12626810
67441,3838,,RGAS,77472710
67459,6295,,CLE,17958410
67467,20505,BIG,BIG,08930210
67468,3884,,,77483810
67475,20554,,,23576410
67476,3807,,,77484610
67483,20554,,,23576420
67484,5637,,RODMY,77487520
67491,20658,,EEX,26842V20
67492,3885,,ROFF,77503710
67504,5735,,,33581310
67505,3886,,,77509910
67512,20728,,,33761P10
67520,6168,,,35165310
67521,3890,,ROLFC,77551210
67539,20764,,,35671N10
67540,3786,,RBHC,77570710
67547,20765,,,35671J10
67555,6108,,,37005410
67556,3894,,UGCO,91358320
67563,6458,,GSB,38119710
67564,6749,,ROPK,77667010
67571,5955,,,39350510
67572,3895,,,77669510
67598,20891,PEAK,PEAK,42250P10
67599,3898,,,77750910
67600,6226,,,42219910
67601,3899,,,77756010
67619,2413,,,46049180
67620,3924,,RSTOQ,77776410
67627,21039,,,48652910
67628,3924,,RSTBQ,77776420
67635,6822,,,53051610
67636,6838,,ROSS,77790030
67643,2744,,,55443010
67651,25792,,,57778410
67652,3908,,AWII,03070M10
67678,3387,,MMD,61579910
67679,7097,,TSARE,89674U10
67686,25793,,,62991010
67687,7043,,RCOM,77841320
67694,21284,,,65157610
67695,3900,,,77880810
67707,21292,,,65380640
67708,3901,,RSE,77927310
67715,21569,,,80584410
67716,3939,,RVAC,77935010
67723,21614,,SIE,82632210
67724,25794,,,77949410
67731,7045,,,82649510
67732,3902,,ROW,77952810
67758,21630,,,83348510
67759,3777,,RASL,78007310
67766,4200,,,83584810
67774,21771,TRP,TRP,87807B10
67775,9335,,ROYG,78012810
67782,4384,,,90026220
67783,3951,,,78015510
67790,6524,,,90264610
67791,3909,,RPETY,78025740
67803,4898,,,96765510
67804,25795,,,78027810
67838,20362,,CSS,12590610
67846,5963,,,14164920
67847,3914,RGLD,RGLD,78028710
67854,20519,,,21745410
67855,25797,,,78067910
67862,20528,,IMB,45660710
67863,25798,,,78074610
67870,20577,,,25274410
67871,5782,,RYALQ,78074810
67889,1558,,,29270H10
67897,6178,,,30518410
67898,3905,,,78088610
67918,20790,,,36949710
67919,3800,,,78090010
67926,2987,,,38466110
67927,3904,,HADE,40502010
67934,6288,,,40290010
67935,6859,,RPAL,78090710
67942,6120,,HX,40575210
67943,3935,,RUMC,78116810
67950,25799,,,41033510
67951,3933,,,78121510
67969,20924,,,02316410
67970,3934,,RULE,78135510
67977,25800,,,45102810
67985,20984,,,45815910
67993,21000,,,46089210
67994,3936,,,78268410
68005,25020,,,49308020
68006,6499,,RSTY,78318010
68013,21079,,,50545810
68021,21114,,CMO,14067E50
68022,3952,,,78350210
68048,20515,,,21255110
68049,5577,,RYAN,78352010
68056,2992,,,60902310
68057,3950,,RYCOE,78377210
68064,21227,,,55305110
68065,6377,,SKFB,78377410
68072,21417,,,72652910
68073,3971,,SAME,78377810
68080,21496,,,29476J10
68081,4240,,,78385310
68099,22505,,,76125220
68100,4277,,STII,78386310
68101,21523,,,77310210
68102,4103,,HRMN,41313610
68128,21568,,,40636P20
68129,3967,,SAIG,78387010
68136,4182,,,84476610
68137,6772,,SSIX,81103510
68144,21691,,STI,86791410
68145,3984,NEON,NEON,64051M70
68152,25803,,,90028310
68153,3993,,SBTG,78387610
68160,21809,,,91529H10
68161,4005,,,78389010
68180,3969,,SALCQ,78390310
68187,21899,,WRI,94874110
68188,6717,,SSCB,78390610
68195,7404,,,96744240
68196,4040,SEIC,SEIC,78411710
68208,20011,,,00183210
68209,4064,,SFEME,78412510
68216,20025,,,00724010
68217,4077,,SGMIA,78420710
68225,4106,,,78424110
68232,25745,,,03090430
68233,4111,,PTG,69912T10
68240,22073,,,03091110
68241,4153,,,78446110
68259,22073,,,03091120
68260,25807,,,86458610
68267,22073,,,03091130
68268,4171,,,78460710
68275,20197,,,03463710
68276,4217,,PVCT,74373P10
68283,20234,,,05211510
68284,4229,,SRCLC,78463910
68291,20249,,,05565510
68292,4234,SIGI,SIGI,81630010
68304,20282,,BSC,07390210
68305,4300,,,78481510
68312,20301,,NHP,63862010
68313,4304,,STVI,78484710
68320,902,,CHYR,17160710
68321,6381,,SPDC,78490010
68339,6956,,,19841510
68340,6463,,VRX,91911X10
68347,6680,,CPQ,20449310
68348,4344,,SWLGC,78502010
68355,20516,,,21257710
68356,25808,,,78508010
68363,20539,,,22907010
68364,6697,,CDA,21851420
68371,25809,,,25180T10
68372,3958,,SABAE,78514910
68398,1471,,ECC,26825510
68399,25810,,,78582510
68400,20650,,,29266J20
68401,3961,,SADL,78632710
68419,20707,WTM,WTM,G9618E10
68420,25811,,,78639510
68427,20708,IAF,IAF,00301110
68428,4060,,,45167P10
68435,6052,,,31941710
68444,4065,,,78643810
68451,20799,,GMH,37044283
68452,6574,,SFGD,78644410
68478,2163,,,40690010
68479,6909,,SAFD,78644810
68486,20892,,,42192010
68487,25812,,,78645110
68494,6699,,,46526610
68495,4235,,,84892610
68507,25813,,,48948510
68508,4071,,,78658210
68515,21103,,,65719910
68516,4074,,SGAL,78662410
68523,301,,CFS,20038K10
68524,3966,,SAGE,78662710
68531,6589,,,55940310
68532,25814,,,78663310
68558,6710,,,58040010
68559,4125,,SLAB,78665010
68566,21191,,,59091110
68567,6081,,,80190410
68574,5877,,,59190810
68582,5960,,,61741010
68583,4079,,SGOLY,78967020
68590,25815,,,64927610
68591,4278,,STJ,79084910
68603,6741,,,89353120
68604,4283,,STLO,79185910
68611,3452,,,69863110
68612,25816,,,79211710
68638,3595,,,43813810
68646,21453,,,74435P20
68647,4131,,SLCR,79405510
68654,5311,,,74578610
68655,4168,,SNCP,79427210
68662,21490,,,75507810
68663,4146,,,79587010
68670,21562,,,80029610
68671,25817,,,79587410
68689,6569,,,84762110
68690,25818,,,79604810
68697,21685,,,86671910
68698,3983,,SBAR,79646910
68718,6675,,TOF,88906B10
68719,4022,,SDBC,79722710
68726,21766,,,02679120
68727,6212,,SFBC,79763510
68734,21865,,,92549210
68742,21738,,TMR,58977Q10
68743,5633,,WSDI,93190410
68750,25819,,,05528610
68751,3972,,,80103010
68769,5644,,,94890010
68778,25820,,,80120610
68785,699,,,97428230
68786,3976,,,80236010
68793,21930,,,97629610
68806,100,,,00105410
68807,4301,,SNTEQ,80282810
68814,162,,AGI,02082510
68815,4290,,STOSY,80302160
68822,20074,,,02501810
68823,3977,,SANYY,80303830
68830,7135,REX,REX,76162410
68831,6159,,SARA,80348910
68849,20349,,TSY,89840410
68850,5112,,SASCQ,80382810
68857,20373,,CVC,12686C10
68858,3978,,,80386210
68865,1004,,,70319310
68866,5363,SSL,SSL,80386630
68873,6961,,,14160210
68874,6165,,STELQ,80389410
68881,25822,,,20914910
68882,5670,,SLNK,80390120
68902,20609,,,26441120
68903,6363,,SATI,80400320
68910,6498,,,21922D10
68929,20853,ASG,ASG,52990010
68930,3979,,,80401610
68937,2124,,,42722710
68938,4329,,,80479510
68945,20947,,,44378210
68946,7011,,DBCI,23744410
68953,2389,,,06605620
68954,6511,,SAVR,80516810
68961,21008,,ITA,46539510
68962,5328,,SBPS,80529610
68988,25824,,,48416710
68996,7132,,LOG,89468R10
68997,3981,,HWEC,40636M20
69008,21040,,,48773610
69016,6800,,,51490010
69017,4351,,SXNP,80563510
69024,4528,,,54415710
69025,3995,,,80589010
69032,21224,MS,MS,61744644
69033,4184,,SOCR,80589410
69040,6741,,,89353B10
69041,5855,,SCNN,80604810
69059,20479,,,19830010
69060,3996,,SCFM,80601130
69067,21406,,,72090410
69075,5358,,PR,74143730
69076,4082,,SHAAQ,80622010
69083,25825,,,77876310
69084,7127,,GTSWC,39579320
69091,25826,,,79014910
69092,4927,,WINEC,80629910
69104,21557,,,79602210
69105,6981,,SKYS,80637410
69112,21564,,,80201010
69120,21687,,,86708210
69121,3998,,SCHC,80652710
69139,21840,,,91373010
69140,4002,,,80661910
69147,21851,,,06682N10
69148,25827,,,80678010
69155,5053,,ZENL,98936520
69156,4000,,SCHL,80707610
69163,8127,,ACVA,01306820
69164,4097,,,80709310
69171,6397,,,00736110
69172,4102,,,80804310
69198,25828,,,02481210
69199,4096,,SHLM,80819410
69200,20102,,AMK,03013710
69201,4333,,SWAAQ,80852720
69219,8271,,ATL,04649910
69220,4155,,SMLS,80861410
69227,612,,,09941010
69228,4225,,,80861720
69235,20381,,,13138010
69236,4365,,,80861810
69243,20412,,,15188310
69244,4109,,SIDY,80863110
69251,20415,,CEF,15350110
69252,4021,,SCTX,80864710
69278,20420,,,15640L10
69279,4003,,SCIE,80862010
69286,20424,,,15782910
69287,4006,,TRTI,89388810
69294,20424,,,15782920
69295,4010,,SCND,80875710
69307,6187,,LLB,20562010
69308,4112,,CNDI,13738510
69315,25830,,,24120910
69316,7160,,SMSI,80876810
69323,1274,,,24344810
69324,4016,,SCRD,80878310
69331,20639,ECF,ECF,28907410
69332,4242,,SSFT,80879610
69358,1585,,,29408710
69359,5870,,SSSV,80879810
69366,20709,FAX,FAX,00300910
69374,7696,,,31890810
69382,20718,,FF,33587T10
69383,6573,,SCPSC,80914310
69390,25831,,,35177610
69391,4014,,SCPE,80914610
69403,20766,,PLP,71921710
69404,4123,,SKOR,80917510
69411,20837,,GOT,38348510
69438,20839,,,38349K10
69439,6665,,JSCC,80938810
69446,20842,VGZ,VGZ,92792630
69447,4018,,VCSI,92861B10
69454,25832,,,40172510
69455,6912,,SSTI,81001610
69462,20893,,,42219T10
69463,25833,,,81012410
69470,25834,,,42192210
69471,4138,,,81020210
69489,20925,,,43735110
69497,21076,,,50345610
69518,21104,,LNV,53418310
69519,4017,,SCRP,81104610
69526,21127,,NOW,55262020
69527,4015,,SCPT,81108010
69534,21170,,NUT,55307U10
69535,4008,,,81108510
69542,407,,MDKI,58493110
69543,4031,,SEAG,81137710
69550,3104,,MYL,N5946510
69551,4218,,,81141410
69569,21242,,,62891210
69570,4034,,,81143710
69585,21285,,,65163710
69586,6827,SBCF,SBCF,81170780
69593,21287,,NWS,65248770
69594,4066,,,81174110
69606,21295,,NHY,65653160
69607,5129,,,81180410
69614,25835,,,66447110
69622,8211,,,69361510
69623,5306,,SEAK,81201410
69630,25836,,,69850010
69631,4032,,SEALA,81206810
69649,6137,RJF,RJF,75473010
69650,3107,,SINC,81207110
69657,21502,,,75891710
69658,4051,,,81221710
69665,21509,,,76111110
69666,4228,,SRCH,81222130
69673,21525,,,77487710
69674,4299,,STSB,81260810
69681,21571,,XLA,G3161110
69682,4057,,SEWY,81274410
69702,5796,,,84064910
69703,6376,,SNLB,81319210
69710,6259,,,88022910
69711,4167,,SNCO,81359810
69729,21141,,,55291610
69730,3988,,,81360010
69737,25837,,,92204810
69738,3970,,,81375410
69745,25838,,,98666710
69746,4033,,,81375710
69754,3963,,SAFE,81375910
69761,20269,BCS,BCS,06738E20
69762,4035,,SECB,81377110
69788,25839,,,12626910
69789,4011,,,81416810
69796,1015,STZ,STZ,21036P10
69797,25840,,,81418510
69809,20433,,,16251020
69810,4061,,,81424010
69818,4137,,,81435510
69825,20489,,,20337310
69826,4136,,SLIC,81440610
69834,25841,,,81451710
69842,4180,,SNYK,81479710
69868,20507,,,21043010
69877,5356,,STAG,81512610
69884,20929,,,44026310
69885,6487,,SEEQ,81577910
69892,20580,,GG,38095640
69893,4039,,SEGA,81579010
69905,20580,,,38095620
69906,3985,,SBIG,81600620
69913,20590,,,25537410
69914,5146,,SDATQ,81607310
69921,20618,,,03891710
69922,4042,,,81616210
69949,6539,,SELT,81618310
69957,6071,,SLTM,81628510
69964,25842,,,29476F10
69965,6666,,MEHL,58517910
69972,25843,,,30291510
69973,4044,,SEME,81662910
69980,20779,GAB,GAB,36239710
69999,20813,EEA,EEA,29876810
70000,5871,,SEND,81690310
70009,25844,,,37933K20
70010,4166,,SNCAQ,81717110
70017,20828,,,37936L10
70018,4177,,,81726510
70026,6971,,SENS,81726810
70033,20881,HOG,HOG,41282210
70034,4179,,SNTC,81730710
70041,25845,,,41457510
70042,4049,,SEPX,81731410
70069,4054,,,81752010
70076,21017,,,47730610
70077,4149,,,81758710
70092,21037,KBH,KBH,48666K10
70093,4238,,SRVI,81764710
70106,3748,,QPON,81787510
70113,21096,,LFAY,52701610
70114,4053,,SERF,81790810
70121,21107,BDN,BDN,10536820
70122,5569,,SSSIQ,81791010
70148,8483,,,25429010
70149,4055,,,81803610
70156,21169,,CNE,1261EP10
70157,25846,,,81813810
70164,21321,,CGCA,19238M10
70165,4330,,SVILC,81834510
70172,21504,,,75946410
70173,4056,,,81835210
70180,25847,,,81219010
70199,21650,,,84780810
70200,5764,,SOCM,81943610
70202,4084,,SHAN,81944310
70228,8372,TOL,TOL,88947810
70229,4150,,,81948610
70237,4107,,SHYFE,81960610
70244,21812,,,90902910
70245,4086,,SHATQ,82020810
70252,21815,,,90942010
70253,4088,,,82027610
70260,21852,,,91838810
70261,4085,,SHAS,82048010
70280,6636,,,82213510
70287,21938,,,98159910
70288,4090,,SHELQ,82244010
70295,21954,,ZF,92837G10
70296,25848,,,82284010
70308,20033,,ARG,00936310
70316,20034,,FLY,00936610
70325,4104,,SYNP,87160W10
70332,20194,,APC,03251110
70333,4093,,,82477310
70340,20200,,,42217R10
70359,20209,,,04042210
70360,4105,,SHSDY,82484130
70367,8618,,,04050210
70375,20225,,,46594010
70376,4098,,,82503910
70383,20279,,,07244320
70384,6074,,SHNS,82504110
70391,20322,,HYN,42551C10
70392,2628,,WATR,03040810
70405,4092,,SHGO,82505210
70413,25849,,,82507710
70420,20346,,BPL,11823010
70421,7133,,FOFFQ,31681110
70439,20377,,,12525L10
70440,4099,,SHOP,82509810
70447,20393,,KML,14326910
70448,6605,,SSAVC,82519610
70455,20395,,,14376310
70456,4100,,SHOR,82522210
70471,20438,,,16381210
70499,1099,,SEXC,82630810
70500,20469,,CCE,19122T10
70501,4052,,SERE,82647810
70519,20483,C,C,17296742
70520,4231,,SRES,82648010
70527,20488,,,20312710
70535,20527,,,22226910
70536,4108,,SIAL,82655210
70543,20548,,,23278710
70544,4110,,,82659110
70551,8624,,,23791110
70552,4076,,SGMA,82661310
70578,1467,ECL,ECL,27886510
70579,4170,,,82668610
70586,20647,,,29200410
70587,4078,,SGMOA,82690010
70594,20661,,,59837110
70595,5743,,SIGR,82690410
70607,20689,,,30590210
70608,4047,,SEPIQ,82705310
70616,3814,,SYMM,87154310
70623,20731,,,33790510
70624,4130,,,82705810
70632,5813,,SVGI,82706610
70659,4114,,SILI,82707920
70666,25850,,,40012410
70667,4142,,SLTC,82727910
70674,20863,,GSE,40280910
70675,7018,,SVRI,82706820
70682,20878,,HAN,41134910
70690,8281,,,75622510
70691,4116,,ALTA,02127110
70703,20894,EQC,EQC,29462810
70704,4246,MUX,MUX,58039P10
70711,25851,,,43846110
70739,4145,,SLVY,82853910
70747,4154,,SMKR,82856810
70754,10172,,,47033020
70755,4160,,,82861810
70762,21023,,,48020710
70763,6806,,SIMM,82868810
70770,21060,,DSF,26157B10
70771,4158,,,82886810
70789,21078,,,50419610
70790,4159,,SMPS,82906010
70797,21098,USA,USA,53015810
70798,4119,,ELEC,28473910
70818,21131,,ANL,02711810
70819,6009,,SISBQ,82967210
70826,21135,MFM,MFM,55273810
70827,5114,,SOSI,82990210
70835,5659,,SIZZ,83014010
70843,4122,,SKIP,83071510
70850,21200,,,59511010
70851,7077,,SKYX,83080610
70869,21229,,,61974410
70870,4124,,,83083910
70878,25852,,,83100910
70885,21264,,,63853940
70886,4127,,SLAT,83103220
70893,21273,,,64646510
70894,4129,,SLBR,83117710
70907,4139,,SLON,83153810
70914,7173,,,09064610
70915,6109,,SMLB,83214010
70923,4062,,SFD,83224810
70930,21388,,,71406310
70931,25853,,,83266210
70949,21393,,,71660020
70950,4169,,SNEL,83306010
70957,21403,,,71879910
70958,4183,,,83366330
70965,21407,,PPC,72146710
70966,6821,,SOCS,83366510
70974,6820,,EURO,29890410
70981,21435,,,74018710
70982,7033,,SSCI,83395310
71001,21436,,,74045910
71002,4187,,SOFTC,83402110
71028,21443,,,74156320
71029,6782,,SFTG,83402220
71037,3965,,SAGA,83402410
71045,6492,,SSOA,83403410
71053,4141,,SLRN,83414310
71061,7061,,SOLE,83417810
71079,21535,RVT,RVT,78091010
71080,4133,,SLDS,83420910
71087,21549,,,78468710
71088,4132,,SLDN,83422210
71095,8123,,,15963210
71096,4248,,,83426910
71108,21573,,,80627310
71109,4191,,SOLN,83427310
71116,4147,,SVM,81760N10
71117,4193,,SOLV,83438010
71124,4275,,ENC,29297310
71125,4189,,,83490410
71133,4190,,,83491110
71140,8394,,,87260510
71141,4201,,,83491210
71159,21709,TWN,TWN,87403610
71168,4194,,SONA,83545310
71175,21798,UNM,UNM,91529Y10
71176,4196,SON,SON,83549510
71184,5913,,SONME,83557910
71191,21863,,VSR,92529710
71192,4173,,SNMAC,83563610
71204,21870,,,92834710
71205,6739,,SOOQE,83575610
71212,25854,,,97266510
71213,5219,,SFOK,83576310
71220,20012,,,00190510
71221,4198,,,83576710
71239,5894,,,00206210
71240,5669,,PORKE,83577210
71247,8368,,,00635410
71256,4207,,SPBGY,83589720
71264,3524,,PERRY,83615620
71271,20043,Y,Y,01717510
71298,20065,GOLD,GOLD,06790110
71299,6559,,SBOS,10054810
71300,20083,,,02649410
71301,25855,,,83702110
71327,22045,,,03091710
71328,4009,,SCNC,83704610
71335,22045,,,03091720
71336,5317,,TEJSE,87907810
71343,22045,,,03091730
71351,22046,,,03091810
71352,4204,,SOXP,84135610
71378,22046,,,03091820
71379,4046,,SENB,84144610
71386,22046,,,03091830
71387,25856,,,84174810
71394,22047,,,03092110
71395,4152,,SEN,78412D10
71407,22047,,,03092120
71408,25857,,,84217910
71415,22047,,,03092130
71416,6804,,SACCE,84222110
71423,22048,,,03092210
71424,4261,,STBN,84223910
71431,22048,,,03092220
71432,3989,,,84232210
71458,22048,,,03092230
71459,4157,,SBTQE,84237610
71467,3994,,,84242610
71475,4350,AWR,AWR,02989910
71483,25858,,,84264410
71491,25859,,,84269810
71504,25860,,,84275710
71512,4068,,SFLM,84286810
71538,20255,,BLD,05826410
71539,4101,,SHOS,84305720
71547,4188,,,84323110
71554,20291,,,08117810
71555,7007,,SMIN,84336720
71562,20297,,,G8122610
71563,4163,TFC,TFC,89832Q10
71571,4222,,SPPTY,84358140
71589,20332,,BAB,11041930
71590,25861,,,84379710
71598,4245,,SSLI,84380510
71627,4309,,SULF,84406210
71635,4134,,SLEC,84444020
71643,4185,,,84444410
71651,4067,,SFIN,84444710
71678,4221,,,84448710
71685,20431,,CHP,12466110
71686,3987,,SOTR,84473010
71694,4635,,,90983110
71715,4059,,,84482710
71722,20476,CMU,CMU,59318E10
71723,25862,,,84501210
71731,4339,,SWES,84505410
71750,4346,,,84519010
71765,20504,,,20836810
71766,4347,,SWRC,84521810
71774,4348,,,84522210
71782,6875,,SWWC,84533110
71803,4028,,,84542010
71810,20607,DNP,DNP,23325P10
71811,4337,,SWEL,84545410
71830,4343,,,84560310
71837,20631,,EEI,27887810
71838,25863,,,84576310
71845,20641,,,29090410
71846,6924,,SCPPE,84603610
71854,4203,,SOVR,84603710
71862,5860,TURN,TURN,68235B20
71888,20665,,,29605310
71889,4817,,,84610410
71897,4206,,,84611010
71909,20701,,FNF,31632610
71910,25864,,,84613210
71918,5350,,SMLI,84616410
71926,4126,,,84624610
71933,25865,,,34483910
71934,4216,,SPLKA,48024110
71942,6054,,SPAN,84639610
71969,4219,,SPNG,84640010
71976,25866,,,48246110
71977,6868,,BEEP,84649710
71984,20769,,,G3682L10
71985,7064,SHYF,SHYF,82569810
71992,20780,,,36317010
71993,6275,,ARCH,03938810
72005,4227,,SEH,84722020
72013,5231,,SPRH,84731410
72021,4214,,,84734610
72040,4243,,CANP,13647610
72048,4208,,SPCM,84749010
72055,25867,,,43289910
72056,4210,,SPDY,84757110
72063,2190,,,43771430
72064,25868,,,84757510
72072,6029,,SPTR,84759810
72098,25869,,,44990610
72099,5978,,SVITA,84760410
72100,20969,,,45254010
72101,25870,,,84761110
72119,20982,CCRD,CCRD,45816D10
72120,4209,,,84761210
72128,4211,,SPEC,84761510
72135,20998,,IGC,46088520
72136,2328,,SPTMC,84762430
72144,7008,,SPDG,84761710
72152,25871,,,84764710
72179,4220,,,84780110
72195,4212,,SPERE,84837410
72207,9895,,LMACE,51490410
72208,6890,,SPEX,84840410
72216,4213,,SPEX,84840610
72224,4224,,SPRQE,84855910
72231,21134,MMT,MMT,55273710
72232,6688,,SPIR,84856510
72259,6615,,SPTS,84890110
72267,6932,,SIDBE,84890210
72274,21184,,,58461M10
72275,6768,,SPTO,78490710
72283,25872,,,85038810
72291,5520,,SQAI,85223510
72304,6144,STAA,STAA,85231230
72311,25873,,,62757810
72312,25874,,,85234010
72338,21256,NHC,NHC,63590610
72339,4253,,STAF,85237610
72371,4345,,SWMC,85285810
72389,8495,,,69143510
72390,4285,,STNA,85286410
72398,4259,,STBD,85318110
72427,4024,,,85329410
72442,25875,,,71654710
72443,4265,,STDE,85337310
72451,25876,,,85359010
72470,4135,,,85359810
72478,4267,,APNT,03831710
72486,4161,,SMSC,85362610
72494,4230,,SR,85388720
72507,25877,,,85408910
72514,3680,,,74101630
72515,4029,,SDUN,85430210
72523,6464,,STII,85440210
72531,4270,,STGH,85440410
72550,4275,,STHM,85442520
72557,21475,,,74834320
72558,2838,,SWSI,85458010
72566,25878,,,85467810
72574,4263,,STBYE,85472620
72581,21516,,,76857510
72602,21517,,,77033710
72603,4030,,SDYN,85500910
72611,4262,OBCI,OBCI,67463110
72630,4026,,SDMI,85511910
72638,4272,,STGO,85512210
72646,4294,,,85515010
72654,6135,,STAR,85525610
72661,21621,,SIZ,83013710
72662,6607,,STAS,85568310
72688,21657,,,85338610
72696,21659,,CAA,12819510
72697,4164,,SNBC,85712010
72710,7719,,NAUT,63908910
72718,25879,,,85571010
72725,21681,,,86626910
72726,4260,STT,STT,85747710
72733,21597,,SQAA,81732010
72741,21597,,SQAB,81732020
72742,4241,,SSECF,85764010
72768,21683,,,86794210
72769,4302,,,85764510
72776,21699,TSI,TSI,87234010
72777,5919,,STWBE,85765810
72785,5882,,STGQE,85771510
72792,25880,,,87311810
72793,4280,,,85787010
